Neighborhood,Date,Price
Japantown,2021-08,1006046.637
Japantown,2021-09,1009518.9
Japantown,2021-10,1012834.326
Japantown,2021-11,1018603.643
Japantown,2021-12,1028636.367
Japantown,2022-01,1038956.574
Japantown,2022-02,1049215.126
Japantown,2022-03,1061014.771
Japantown,2022-04,1070991.773
Japantown,2022-05,1074716.982
Japantown,2022-06,1067904.229
Japantown,2022-07,1053530.266
Japantown,2022-08,1033549.861
Japantown,2022-09,1011628.2
Japantown,2022-10,994315.7919
Japantown,2022-11,984116.6842
Japantown,2022-12,978799.3803
Lakeshore,2018-01,1345174.4689999998
Lakeshore,2018-02,1354126.451666667
Lakeshore,2018-03,1363431.581
Lakeshore,2018-04,1370714.0983333334
Lakeshore,2018-05,1382990.7473333334
Lakeshore,2018-06,1394815.3406666666
Lakeshore,2018-07,1401380.1603333335
Lakeshore,2018-08,1402625.859
Lakeshore,2018-09,1400582.1133333333
Lakeshore,2018-10,1401396.8526666667
Lakeshore,2018-11,1400571.6516666666
Lakeshore,2018-12,1397069.4583333333
Lakeshore,2019-01,1391942.5146666665
Lakeshore,2019-02,1384581.9913333333
Lakeshore,2019-03,1378227.2563333332
Lakeshore,2019-04,1375321.162
Lakeshore,2019-05,1376653.705
Lakeshore,2019-06,1383248.216
Lakeshore,2019-07,1392318.2293333334
Lakeshore,2019-08,1400439.6033333335
Lakeshore,2019-09,1404541.173333333
Lakeshore,2019-10,1404016.345
Lakeshore,2019-11,1402713.37
Lakeshore,2019-12,1401476.735
Lakeshore,2020-01,1403139.4236666665
Lakeshore,2020-02,1406859.186
Lakeshore,2020-03,1415131.9883333333
Lakeshore,2020-04,1420173.898
Lakeshore,2020-05,1419877.829
Lakeshore,2020-06,1411938.729
Lakeshore,2020-07,1406787.7833333332
Lakeshore,2020-08,1407980.3753333334
Lakeshore,2020-09,1413857.025
Lakeshore,2020-10,1415992.5803333337
Lakeshore,2020-11,1413785.0373333332
Lakeshore,2020-12,1406414.43
Lakeshore,2021-01,1397830.5236666666
Lakeshore,2021-02,1390390.567
Lakeshore,2021-03,1390743.9083333332
Lakeshore,2021-04,1397868.4606666667
Lakeshore,2021-05,1413418.564
Lakeshore,2021-06,1432662.3503333332
Lakeshore,2021-07,1455809.2183333335
Lakeshore,2021-08,1475731.684333333
Lakeshore,2021-09,1488652.3146666668
Lakeshore,2021-10,1495818.6823333334
Lakeshore,2021-11,1504506.2566666666
Lakeshore,2021-12,1513820.400333333
Lakeshore,2022-01,1523962.0823333336
Lakeshore,2022-02,1533582.8376666668
Lakeshore,2022-03,1544630.789
Lakeshore,2022-04,1553023.8583333334
Lakeshore,2022-05,1556234.5446666663
Lakeshore,2022-06,1551315.045
Lakeshore,2022-07,1537886.8036666668
Lakeshore,2022-08,1514956.649
Lakeshore,2022-09,1487584.618
Lakeshore,2022-10,1464776.8436666664
Lakeshore,2022-11,1447579.148
Lakeshore,2022-12,1434233.2306666663
Lone Mountain/USF,2018-01,1633995.098
Lone Mountain/USF,2018-02,1651130.724
Lone Mountain/USF,2018-03,1661248.927
Lone Mountain/USF,2018-04,1668473.793
Lone Mountain/USF,2018-05,1678325.62
Lone Mountain/USF,2018-06,1689555.025
Lone Mountain/USF,2018-07,1686790.957
Lone Mountain/USF,2018-08,1679533.209
Lone Mountain/USF,2018-09,1675127.915
Lone Mountain/USF,2018-10,1677352.591
Lone Mountain/USF,2018-11,1679858.53
Lone Mountain/USF,2018-12,1674309.839
Lone Mountain/USF,2019-01,1666260.828
Lone Mountain/USF,2019-02,1652157.179
Lone Mountain/USF,2019-03,1641702.334
Lone Mountain/USF,2019-04,1636524.016
Lone Mountain/USF,2019-05,1634411.506
Lone Mountain/USF,2019-06,1636373.746
Lone Mountain/USF,2019-07,1642461.514
Lone Mountain/USF,2019-08,1654982.096
Lone Mountain/USF,2019-09,1665706.204
Lone Mountain/USF,2019-10,1673582.793
Lone Mountain/USF,2019-11,1678654.185
Lone Mountain/USF,2019-12,1683325.137
Lone Mountain/USF,2020-01,1688025.177
Lone Mountain/USF,2020-02,1690807.419
Lone Mountain/USF,2020-03,1697082.992
Lone Mountain/USF,2020-04,1701159.776
Lone Mountain/USF,2020-05,1696846.96
Lone Mountain/USF,2020-06,1680879.17
Lone Mountain/USF,2020-07,1665616.957
Lone Mountain/USF,2020-08,1664939.627
Lone Mountain/USF,2020-09,1674734.559
Lone Mountain/USF,2020-10,1681437.814
Lone Mountain/USF,2020-11,1681991.659
Lone Mountain/USF,2020-12,1679478.635
Lone Mountain/USF,2021-01,1675654.604
Lone Mountain/USF,2021-02,1668581.525
Lone Mountain/USF,2021-03,1665010.025
Lone Mountain/USF,2021-04,1667534.069
Lone Mountain/USF,2021-05,1682187.441
Lone Mountain/USF,2021-06,1700052.317
Lone Mountain/USF,2021-07,1725192.899
Lone Mountain/USF,2021-08,1748471.735
Lone Mountain/USF,2021-09,1768478.091
Lone Mountain/USF,2021-10,1781799.959
Lone Mountain/USF,2021-11,1797198.775
Lone Mountain/USF,2021-12,1809449.993
Lone Mountain/USF,2022-01,1819080.348
Lone Mountain/USF,2022-02,1827309.991
Lone Mountain/USF,2022-03,1844552.004
Lone Mountain/USF,2022-04,1862107.941
Lone Mountain/USF,2022-05,1868970.575
Lone Mountain/USF,2022-06,1854070.857
Lone Mountain/USF,2022-07,1823870.414
Lone Mountain/USF,2022-08,1784666.776
Lone Mountain/USF,2022-09,1743654.418
Lone Mountain/USF,2022-10,1710339.059
Lone Mountain/USF,2022-11,1683434.918
Lone Mountain/USF,2022-12,1657997.918
Marina,2018-01,2248424.7605
Marina,2018-02,2259739.782
Marina,2018-03,2272304.0755
Marina,2018-04,2281627.8710000003
Marina,2018-05,2294380.1845
Marina,2018-06,2304237.343
Marina,2018-07,2295178.6585
Marina,2018-08,2285524.25
Marina,2018-09,2278989.6425
Marina,2018-10,2287589.5485
Marina,2018-11,2294531.657
Marina,2018-12,2293490.9815
Marina,2019-01,2288598.6405
Marina,2019-02,2267810.646
Marina,2019-03,2248475.541
Marina,2019-04,2237015.4035
Marina,2019-05,2240732.8880000003
Marina,2019-06,2249019.0825
Marina,2019-07,2255069.259
Marina,2019-08,2262536.34
Marina,2019-09,2271745.4375
Marina,2019-10,2283499.763
Marina,2019-11,2290726.8235
Marina,2019-12,2295328.808
Marina,2020-01,2295673.3315000003
Marina,2020-02,2295872.3285
Marina,2020-03,2296198.6365
Marina,2020-04,2296120.599
Marina,2020-05,2286643.9225000003
Marina,2020-06,2267137.051
Marina,2020-07,2248081.3285
Marina,2020-08,2242814.7675
Marina,2020-09,2250906.3545
Marina,2020-10,2258885.5590000004
Marina,2020-11,2265237.454
Marina,2020-12,2264368.894
Marina,2021-01,2263087.3575
Marina,2021-02,2259520.019
Marina,2021-03,2261220.425
Marina,2021-04,2267168.3515
Marina,2021-05,2285959.61
Marina,2021-06,2309801.134
Marina,2021-07,2348785.4515
Marina,2021-08,2383613.7985
Marina,2021-09,2422253.42
Marina,2021-10,2451279.256
Marina,2021-11,2484712.821
Marina,2021-12,2510834.7715
Marina,2022-01,2523948.9195
Marina,2022-02,2531504.046
Marina,2022-03,2542393.6500000004
Marina,2022-04,2554761.61
Marina,2022-05,2553493.18
Marina,2022-06,2532111.345
Marina,2022-07,2498340.1075
Marina,2022-08,2449377.723
Marina,2022-09,2389517.7885
Marina,2022-10,2334218.8655000003
Marina,2022-11,2293639.344
Marina,2022-12,2261636.999
Mission,2018-01,1155954.1575000002
Mission,2018-02,1161919.2195
Mission,2018-03,1168200.889
Mission,2018-04,1173842.182
Mission,2018-05,1182413.6865
Mission,2018-06,1189993.031
Mission,2018-07,1191031.666
Mission,2018-08,1188323.2555
Mission,2018-09,1186183.244
Mission,2018-10,1188292.603
Mission,2018-11,1192301.9575
Mission,2018-12,1193034.8265
Mission,2019-01,1193273.372
Mission,2019-02,1190674.652
Mission,2019-03,1188774.8575
Mission,2019-04,1188486.852
Mission,2019-05,1190899.856
Mission,2019-06,1196909.047
Mission,2019-07,1204141.391
Mission,2019-08,1211674.0669999998
Mission,2019-09,1218252.114
Mission,2019-10,1223514.443
Mission,2019-11,1229337.2999999998
Mission,2019-12,1235513.781
Mission,2020-01,1239549.3195
Mission,2020-02,1239882.041
Mission,2020-03,1239376.5
Mission,2020-04,1239154.698
Mission,2020-05,1236323.273
Mission,2020-06,1228908.759
Mission,2020-07,1222460.0305
Mission,2020-08,1220569.187
Mission,2020-09,1220603.6875
Mission,2020-10,1218989.122
Mission,2020-11,1215904.5244999998
Mission,2020-12,1212275.8805
Mission,2021-01,1207136.1065
Mission,2021-02,1199476.343
Mission,2021-03,1194003.8624999998
Mission,2021-04,1189967.198
Mission,2021-05,1193714.8539999998
Mission,2021-06,1197904.739
Mission,2021-07,1209360.1715
Mission,2021-08,1219570.8115
Mission,2021-09,1231503.7385
Mission,2021-10,1240197.4315
Mission,2021-11,1253378.2365
Mission,2021-12,1265562.3195
Mission,2022-01,1272621.807
Mission,2022-02,1273402.271
Mission,2022-03,1273435.676
Mission,2022-04,1275198.6515
Mission,2022-05,1273633.9485
Mission,2022-06,1264174.9355
Mission,2022-07,1247958.7655
Mission,2022-08,1225546.3135000002
Mission,2022-09,1200654.953
Mission,2022-10,1177744.3605
Mission,2022-11,1157933.1685
Mission,2022-12,1139922.347
Mission Bay,2018-01,1160609.959
Mission Bay,2018-02,1161785.217
Mission Bay,2018-03,1165086.691
Mission Bay,2018-04,1169662.055
Mission Bay,2018-05,1175712.538
Mission Bay,2018-06,1178895.333
Mission Bay,2018-07,1179919.708
Mission Bay,2018-08,1178278.091
Mission Bay,2018-09,1180870.342
Mission Bay,2018-10,1185346.251
Mission Bay,2018-11,1192900.991
Mission Bay,2018-12,1197071.066
Mission Bay,2019-01,1196092.303
Mission Bay,2019-02,1188858.297
Mission Bay,2019-03,1180210.799
Mission Bay,2019-04,1176566.172
Mission Bay,2019-05,1175623.196
Mission Bay,2019-06,1177619.747
Mission Bay,2019-07,1182036.644
Mission Bay,2019-08,1189788.298
Mission Bay,2019-09,1196768.12
Mission Bay,2019-10,1201946.306
Mission Bay,2019-11,1206822.993
Mission Bay,2019-12,1213652.169
Mission Bay,2020-01,1217907.213
Mission Bay,2020-02,1217970.548
Mission Bay,2020-03,1213908.817
Mission Bay,2020-04,1209819.225
Mission Bay,2020-05,1205860.584
Mission Bay,2020-06,1202019.188
Mission Bay,2020-07,1199635.25
Mission Bay,2020-08,1198576.227
Mission Bay,2020-09,1196831.508
Mission Bay,2020-10,1193716.023
Mission Bay,2020-11,1191695.241
Mission Bay,2020-12,1189458.424
Mission Bay,2021-01,1186663.106
Mission Bay,2021-02,1182284.134
Mission Bay,2021-03,1179142.753
Mission Bay,2021-04,1177607.574
Mission Bay,2021-05,1181195.531
Mission Bay,2021-06,1187404.775
Mission Bay,2021-07,1196136.745
Mission Bay,2021-08,1202904.468
Mission Bay,2021-09,1209497.595
Mission Bay,2021-10,1217077.003
Mission Bay,2021-11,1227968.17
Mission Bay,2021-12,1239411.656
Mission Bay,2022-01,1248128.077
Mission Bay,2022-02,1255534.549
Mission Bay,2022-03,1263536.871
Mission Bay,2022-04,1269456.63
Mission Bay,2022-05,1270329.514
Mission Bay,2022-06,1262341.113
Mission Bay,2022-07,1248288.317
Mission Bay,2022-08,1225895.175
Mission Bay,2022-09,1201081.181
Mission Bay,2022-10,1178356.499
Mission Bay,2022-11,1162131.436
Mission Bay,2022-12,1148743.648
Nob Hill,2018-01,1059283.872
Nob Hill,2018-02,1061756.817
Nob Hill,2018-03,1063180.3645
Nob Hill,2018-04,1064786.9421
Nob Hill,2018-05,1069433.5854
Nob Hill,2018-06,1073061.7429
Nob Hill,2018-07,1072482.0884
Nob Hill,2018-08,1069394.9874
Nob Hill,2018-09,1067676.1738
Nob Hill,2018-10,1069541.50875
Nob Hill,2018-11,1072321.246
Nob Hill,2018-12,1073043.0185
Nob Hill,2019-01,1071065.1906
Nob Hill,2019-02,1064393.1219
Nob Hill,2019-03,1058451.89505
Nob Hill,2019-04,1055485.79755
Nob Hill,2019-05,1056536.3205
Nob Hill,2019-06,1059418.5747
Nob Hill,2019-07,1064422.86635
Nob Hill,2019-08,1070727.209
Nob Hill,2019-09,1076062.0603999998
Nob Hill,2019-10,1079872.4662
Nob Hill,2019-11,1081753.09925
Nob Hill,2019-12,1083736.52575
Nob Hill,2020-01,1082616.52905
Nob Hill,2020-02,1078751.196
Nob Hill,2020-03,1074804.2002
Nob Hill,2020-04,1072155.2753
Nob Hill,2020-05,1068820.5129
Nob Hill,2020-06,1063304.29325
Nob Hill,2020-07,1058209.671
Nob Hill,2020-08,1057677.64075
Nob Hill,2020-09,1059805.52565
Nob Hill,2020-10,1060880.116
Nob Hill,2020-11,1059693.32285
Nob Hill,2020-12,1056993.52345
Nob Hill,2021-01,1052583.19445
Nob Hill,2021-02,1046737.4163
Nob Hill,2021-03,1040081.28405
Nob Hill,2021-04,1035881.3653
Nob Hill,2021-05,1036404.21235
Nob Hill,2021-06,1040620.112
Nob Hill,2021-07,1049396.59185
Nob Hill,2021-08,1058124.9076
Nob Hill,2021-09,1066102.19625
Nob Hill,2021-10,1071281.26945
Nob Hill,2021-11,1079226.0199000002
Nob Hill,2021-12,1085998.30385
Nob Hill,2022-01,1090003.53935
Nob Hill,2022-02,1091119.0458
Nob Hill,2022-03,1093573.1084
Nob Hill,2022-04,1096598.93305
Nob Hill,2022-05,1095027.46935
Nob Hill,2022-06,1086310.20085
Nob Hill,2022-07,1071063.4024
Nob Hill,2022-08,1051939.50165
Nob Hill,2022-09,1031482.35305
Nob Hill,2022-10,1014033.43475
Nob Hill,2022-11,1000035.0779
Nob Hill,2022-12,986730.258
Noe Valley,2018-01,1822132.749
Noe Valley,2018-02,1840817.873
Noe Valley,2018-03,1855778.137
Noe Valley,2018-04,1866743.257
Noe Valley,2018-05,1883791.682
Noe Valley,2018-06,1901291.121
Noe Valley,2018-07,1902545.106
Noe Valley,2018-08,1897148.152
Noe Valley,2018-09,1888625.82
Noe Valley,2018-10,1890180.359
Noe Valley,2018-11,1890829.366
Noe Valley,2018-12,1887720.548
Noe Valley,2019-01,1879620.897
Noe Valley,2019-02,1863863.853
Noe Valley,2019-03,1848218.476
Noe Valley,2019-04,1840436.987
Noe Valley,2019-05,1839787.644
Noe Valley,2019-06,1846569.021
Noe Valley,2019-07,1856427.513
Noe Valley,2019-08,1870636.15
Noe Valley,2019-09,1882940.593
Noe Valley,2019-10,1893937.468
Noe Valley,2019-11,1905373.438
Noe Valley,2019-12,1917284.104
Noe Valley,2020-01,1924849.849
Noe Valley,2020-02,1924816.635
Noe Valley,2020-03,1926086.635
Noe Valley,2020-04,1925893.708
Noe Valley,2020-05,1919495.632
Noe Valley,2020-06,1899606.512
Noe Valley,2020-07,1884378.498
Noe Valley,2020-08,1883786.808
Noe Valley,2020-09,1895115.892
Noe Valley,2020-10,1904510.015
Noe Valley,2020-11,1909219.242
Noe Valley,2020-12,1908085.212
Noe Valley,2021-01,1902362.205
Noe Valley,2021-02,1893918.878
Noe Valley,2021-03,1889815.413
Noe Valley,2021-04,1892436.469
Noe Valley,2021-05,1904302.508
Noe Valley,2021-06,1920458.557
Noe Valley,2021-07,1948414.024
Noe Valley,2021-08,1972942.055
Noe Valley,2021-09,1996589.502
Noe Valley,2021-10,2013018.581
Noe Valley,2021-11,2035763.471
Noe Valley,2021-12,2055302.976
Noe Valley,2022-01,2066306.349
Noe Valley,2022-02,2075537.809
Noe Valley,2022-03,2087744.703
Noe Valley,2022-04,2100128.977
Noe Valley,2022-05,2102219.226
Noe Valley,2022-06,2088930.324
Noe Valley,2022-07,2058892.723
Noe Valley,2022-08,2010290.18
Noe Valley,2022-09,1955077.526
Noe Valley,2022-10,1907870.304
Noe Valley,2022-11,1872091.599
Noe Valley,2022-12,1843059.367
North Beach,2018-01,1187394.12025
North Beach,2018-02,1198061.379
North Beach,2018-03,1207887.1455
North Beach,2018-04,1215556.201
North Beach,2018-05,1225045.7705
North Beach,2018-06,1231966.24325
North Beach,2018-07,1230979.2295
North Beach,2018-08,1224854.846
North Beach,2018-09,1219449.57375
North Beach,2018-10,1218848.09075
North Beach,2018-11,1221203.00125
North Beach,2018-12,1221015.02
North Beach,2019-01,1219500.23325
North Beach,2019-02,1213251.69375
North Beach,2019-03,1207736.93775
North Beach,2019-04,1205026.50475
North Beach,2019-05,1204343.2455
North Beach,2019-06,1207909.52725
North Beach,2019-07,1212228.56525
North Beach,2019-08,1216980.5505
North Beach,2019-09,1217977.896
North Beach,2019-10,1219856.9595
North Beach,2019-11,1223111.77975
North Beach,2019-12,1229446.19575
North Beach,2020-01,1232460.84875
North Beach,2020-02,1233010.99325
North Beach,2020-03,1230295.6430000002
North Beach,2020-04,1227366.57375
North Beach,2020-05,1222035.7645
North Beach,2020-06,1214070.60675
North Beach,2020-07,1207220.21125
North Beach,2020-08,1204292.71575
North Beach,2020-09,1203172.33725
North Beach,2020-10,1200556.03175
North Beach,2020-11,1196971.293
North Beach,2020-12,1194336.83925
North Beach,2021-01,1189785.61725
North Beach,2021-02,1181520.49125
North Beach,2021-03,1173141.445
North Beach,2021-04,1164991.0595
North Beach,2021-05,1164302.14025
North Beach,2021-06,1166129.97025
North Beach,2021-07,1175492.3175
North Beach,2021-08,1185088.66125
North Beach,2021-09,1195722.108
North Beach,2021-10,1206023.30775
North Beach,2021-11,1218846.55875
North Beach,2021-12,1231849.61725
North Beach,2022-01,1239346.226
North Beach,2022-02,1243153.65825
North Beach,2022-03,1244144.42575
North Beach,2022-04,1244810.22
North Beach,2022-05,1240368.4155
North Beach,2022-06,1228508.748
North Beach,2022-07,1211058.796
North Beach,2022-08,1188182.74025
North Beach,2022-09,1162543.79025
North Beach,2022-10,1137886.552
North Beach,2022-11,1118193.796975
North Beach,2022-12,1102681.9275
Oceanview/Merced/Ingleside,2018-01,1077098.4784
Oceanview/Merced/Ingleside,2018-02,1087642.8333
Oceanview/Merced/Ingleside,2018-03,1097344.128575
Oceanview/Merced/Ingleside,2018-04,1106168.5085
Oceanview/Merced/Ingleside,2018-05,1118290.85265
Oceanview/Merced/Ingleside,2018-06,1129657.94275
Oceanview/Merced/Ingleside,2018-07,1135083.768575
Oceanview/Merced/Ingleside,2018-08,1136617.11185
Oceanview/Merced/Ingleside,2018-09,1136670.183125
Oceanview/Merced/Ingleside,2018-10,1139642.49835
Oceanview/Merced/Ingleside,2018-11,1140080.9357500002
Oceanview/Merced/Ingleside,2018-12,1137334.3436
Oceanview/Merced/Ingleside,2019-01,1131882.73505
Oceanview/Merced/Ingleside,2019-02,1124835.1164
Oceanview/Merced/Ingleside,2019-03,1118708.251025
Oceanview/Merced/Ingleside,2019-04,1115100.72595
Oceanview/Merced/Ingleside,2019-05,1114537.77375
Oceanview/Merced/Ingleside,2019-06,1117928.334975
Oceanview/Merced/Ingleside,2019-07,1124798.8019
Oceanview/Merced/Ingleside,2019-08,1132769.821775
Oceanview/Merced/Ingleside,2019-09,1140647.79875
Oceanview/Merced/Ingleside,2019-10,1145732.27565
Oceanview/Merced/Ingleside,2019-11,1150505.8005
Oceanview/Merced/Ingleside,2019-12,1153247.0471
Oceanview/Merced/Ingleside,2020-01,1157119.180125
Oceanview/Merced/Ingleside,2020-02,1161163.74455
Oceanview/Merced/Ingleside,2020-03,1167386.455275
Oceanview/Merced/Ingleside,2020-04,1170536.48245
Oceanview/Merced/Ingleside,2020-05,1168205.870275
Oceanview/Merced/Ingleside,2020-06,1159090.504
Oceanview/Merced/Ingleside,2020-07,1153442.734475
Oceanview/Merced/Ingleside,2020-08,1156373.366875
Oceanview/Merced/Ingleside,2020-09,1165877.985075
Oceanview/Merced/Ingleside,2020-10,1173978.249275
Oceanview/Merced/Ingleside,2020-11,1179335.319175
Oceanview/Merced/Ingleside,2020-12,1182468.520575
Oceanview/Merced/Ingleside,2021-01,1183377.6544249998
Oceanview/Merced/Ingleside,2021-02,1182647.148725
Oceanview/Merced/Ingleside,2021-03,1184322.584225
Oceanview/Merced/Ingleside,2021-04,1192012.519875
Oceanview/Merced/Ingleside,2021-05,1205537.2302
Oceanview/Merced/Ingleside,2021-06,1222748.06875
